time,outdoor_temp,indoor_temp,heating_temp,heating_on
445,-4.859717210765787,21.55741495254861,25.950498174709455,0
446,-4.835766967441713,21.558081316408703,25.945227274479496,0
447,-4.8118103315985765,21.558742955890214,25.93996349329719,0
448,-4.7878477593361914,21.559399894864452,25.93470681697907,0
449,-4.7638797068673915,21.560052157029297,25.92945723138713,0
450,-4.739906630509348,21.560699765909607,25.924214722428555,0
451,-4.715928986674878,21.561342744857644,25.91897927605547,0
452,-4.691947231863756,21.5619811170535,25.91375087826467,0
453,-4.667961822654025,21.562614905505505,25.908529515097356,0
454,-4.643973215693302,21.563244133050663,25.9033151726389,0
455,-4.619981867690086,21.563868822355055,25.89810783701856,0
456,-4.595988235405059,21.56448899591427,25.892907494409236,0
457,-4.571992775642395,21.56510467605383,25.88771413102721,0
458,-4.547995945241056,21.565715884929606,25.88252773313189,0
459,-4.523998201066106,21.566322644528228,25.877348287025566,0
460,-4.5,21.566924976667526,25.872175779053137,0
461,-4.476001798933894,21.56752290299694,25.86701019560187,0
462,-4.452004054758944,21.568116444997948,25.861851523101148,0
463,-4.428007224357605,21.56870562398447,25.85669974802221,0
464,-4.404011764594941,21.569290461103318,25.851554856877907,0
465,-4.380018132309914,21.569870977334595,25.846416836222456,0
466,-4.356026784306698,21.57044719349213,25.84128567265118,0
467,-4.332038177345975,21.571019130223885,25.836161352800264,0
468,-4.308052768136244,21.571586808012402,25.83104386334652,0
469,-4.284071013325122,21.572150247175205,25.825933191007113,0
470,-4.260093369490652,21.572709467865227,25.820829322539343,0
471,-4.2361202931326085,21.57326449007124,25.81573224474038,0
472,-4.2121522406638086,21.573815333618267,25.810641944447035,0
473,-4.1881896684014235,21.574362018168017,25.8055584085355,0
